Product Title,Retail Price,Last Bid,Time Stamp,Product Link
Nike Kobe 8 ProtroCourt Purple,$190,$349,2024-02-12 17:41:07.313800,https://stockx.com/nike-air-force-1-low-drake-certified-lover-boy
